qid,query,word_count,length_bin
11557,ما الاسم الحقيقي  للمصارع الأندرتيكر؟,5,Medium (4-8)
11559,ما هي فرقة الخدمات الوقائية الأمريكية؟,6,Medium (4-8)
11561,ما هو الموطن الأصلي لحيوان فرس النهر ؟,8,Medium (4-8)
11563,ما هو البيغماتيت؟,3,Short (1-3)
11566,كم عدد سنوات التعليم الجامعي قطاع الطب في جامعة طرابلس ؟,11,Long (9+)
11570,ما هي عاصمة جمهورية سيشل؟,5,Medium (4-8)
11579,من هو مؤسس شركة أوراكل؟,5,Medium (4-8)
11580,متى ولد إدوارد وديع سعيد مُنظر؟,6,Medium (4-8)
11583,هل ممارسة الجنس الدبري خطراً ؟,6,Medium (4-8)
11597,اين توجد مدينة حيدر آباد؟,5,Medium (4-8)
11598,ما هو الأَسْبِرِين؟,3,Short (1-3)
11609,من هو مؤسس  الجمعية الوطنية لأبحاث وعلاج المثلية الجنسية في الولايات المتحدة؟,12,Long (9+)
11610,من أسس   الامبراطورية الكارولنجية؟,4,Medium (4-8)
11611,من هو يوسيفوس فلافيوس؟,4,Medium (4-8)
11613,ما هو اسم أول ألبوم اطلقته نيللي فرتادو باللغة الاسبانية؟,10,Long (9+)
11624,متى تأسس الاتحاد المصري لتنس الطاولة؟,6,Medium (4-8)
11625,أين يقع نهر كولومبيا؟,4,Medium (4-8)
11642,متى تم إكتشاف مرض السرطان؟,5,Medium (4-8)
11643,ما هو اقوى جيش في العالم حاليا ؟,8,Medium (4-8)
11655,ما هي كرادة مريم أو الكرادة الغربية؟,7,Medium (4-8)
11660,أين تقع مدريد؟,3,Short (1-3)
11663,أين ولد ابن الأثير الجزري؟,5,Medium (4-8)
11664,من هو أبو عبد الله القضاعي؟,6,Medium (4-8)
11666,"ما معنى اسم  ""ليلى""؟",4,Medium (4-8)
11668,في أي عام ولدت أماندا بيت ؟,7,Medium (4-8)
11669,أين قامت مملكة فالنسيا؟,4,Medium (4-8)
11670,من هو مؤلف معجم البلدان؟,5,Medium (4-8)
11672,هل كانت ثورة فلسطين الكبرى ضد الإحتلال البريطاني؟,8,Medium (4-8)
11680,ما أكبر مصدر لزيت النخيل في عام 2010؟,8,Medium (4-8)
11683,متى قتل أسامة بن لادن؟,5,Medium (4-8)
11698,من هو حسين هرموش؟,4,Medium (4-8)
11703,ما هي متلازمة جريسيل؟,4,Medium (4-8)
11709,ما هو السعال الديكي؟,4,Medium (4-8)
11736,متى قامت المملكة المتوكلية في اليمن؟,6,Medium (4-8)
11739,من هو مصمم موقع ويكيبيديا ؟,6,Medium (4-8)
11745,من فاز بنهائي كأس العالم لكرة القدم 2006؟,8,Medium (4-8)
11748,أين يوجد مسجد الفتاح العليم ؟,6,Medium (4-8)
11753,ما هو الفن الجزيري؟,4,Medium (4-8)
11755,متى توفي شكري القوتلي؟,4,Medium (4-8)
11766,متى توفي معاذ بن جبل ؟,6,Medium (4-8)
11769,متى ولد ابن البيطار ؟,5,Medium (4-8)
11770,ما هي جماعات الضغط؟,4,Medium (4-8)
11787,ما هي الأمونيا؟,3,Short (1-3)
11789,هل يمكن للمياه الملوثة التسبب في الوفاة ؟,8,Medium (4-8)
11791,متى انتهت الامبراطورية الرومانية ؟,5,Medium (4-8)
11807,متى تم بناء المدرسة المستنصرية؟,5,Medium (4-8)
11810,من هو علمدار مصطفى باشا؟,5,Medium (4-8)
11821,هل هناك إنتخابات  في الإمارات العربية المتحدة؟,7,Medium (4-8)
11828,أين ولد الشيخ محمد بن الحبيب البوزيدي ؟,8,Medium (4-8)
11831,من هو مالكوم إكس؟,4,Medium (4-8)
11836,متى ولد علي بن أبي طالب ؟,7,Medium (4-8)
11851,ما هي أنفلونزا الخنازير؟,4,Medium (4-8)
11852,أين تقع مدينة خيخون؟,4,Medium (4-8)
11857,في أي سنة كانت ثورة نوفمبر الألمانية؟,7,Medium (4-8)
11860,ما هي اتفاقية السرية و عدم الافشاء؟,7,Medium (4-8)
11871,"من هو مخرج مسلسل "" الزير سالم "" ؟",9,Long (9+)
11873,متى صدر مسلسل جريس اناتومي ؟,6,Medium (4-8)
11874,متى ولد عبد السلام المجالي؟,5,Medium (4-8)
11876,متى فازت حركة حماس بالانتخابات؟,5,Medium (4-8)
11882,ما هي الأعصاب الحسية؟,4,Medium (4-8)
11902,متي ولد الزُّبَيْرُ بن العَوَّام؟,5,Medium (4-8)
11905,ما هي إدارة المشاريع ؟,5,Medium (4-8)
11909,متى توفي الأميرة البريطانية ديانا؟,5,Medium (4-8)
11911,من هو مبتكر خط الرقعة؟,5,Medium (4-8)
11916,متى وقعت حادثة صبرا وشاتيلا ؟,6,Medium (4-8)
11918,من هو أوّل من اكتشف عنصر الأكسجين كعنصر كيميائي مستقلّ ؟,11,Long (9+)
11920,من هو مخترع التلغراف ؟,5,Medium (4-8)
11922,هل تعد موناكو إمارة فرنسية مستقلة؟,6,Medium (4-8)
11931,متى قتل الصبي الفلسطيني محمد الدرة؟,6,Medium (4-8)
11935,ما هي الكاميليا؟,3,Short (1-3)
11942,ما هو الغاز الطبيعي المسال؟,5,Medium (4-8)
11957,أين تقع مملكة ددان؟,4,Medium (4-8)
11964,من هو شرحبيل بن عمرو الغساني؟,6,Medium (4-8)
11975,متى اعلن قيام جمهورية روسيا السوفيتية الاتحادية؟,7,Medium (4-8)
11984,ما هي مذابح سيفو؟,4,Medium (4-8)
11992,ما هي العاطفة في التعريف العام؟,6,Medium (4-8)
11993,متى نشأت  شركة طيران  جرينلاند؟,5,Medium (4-8)
11997,أين تقع جزيرة سانتوريني؟,4,Medium (4-8)
12009,ما هي ثالث أكبر ديانة في العالم  بعد المسيحية والإسلام؟,10,Long (9+)
12011,ما هي مدة الحمل عند الأرنب ؟,7,Medium (4-8)
12012,في أي عام للهجرة وقعت غزوة العشيرة؟,7,Medium (4-8)
12014,من هو عبد الله بن مسعود؟,6,Medium (4-8)
12017,الى توفي الملك فاروق؟,4,Medium (4-8)
12022,متى ولد الرئيس التركي رجب طيب أردوغان؟,7,Medium (4-8)
12034,أين يقع جامع الأزهر ؟,5,Medium (4-8)
12037,من هو مؤسس شركة أديداس الرياضية ؟,7,Medium (4-8)
12041,أين تقع مدينة كيل؟,4,Medium (4-8)
12051,ماهو تعداد سكان دولة الكويت ؟,6,Medium (4-8)
12057,هل سلطنة عمان بلد ساحلي؟,5,Medium (4-8)
12063,اين ولد سيبويه؟,3,Short (1-3)
12066,ما جنسية  جان جاك روسو؟,5,Medium (4-8)
12082,أين يقع نهر الكونغو؟,4,Medium (4-8)
12094,هل الضفدع من الفقريات؟,4,Medium (4-8)
12104,متي توفي يوربيديس ؟,4,Medium (4-8)
12116,متى حدث الغزو العراقي للكويت؟,5,Medium (4-8)
12129,ما هو التوحد ؟,4,Medium (4-8)
12138,أين يقع نهر يوروتاس؟,4,Medium (4-8)
12139,هل استئصال المبيض يزيد من خطر الإصابة بهشاشة العظام؟,9,Long (9+)
12151,متى ولدت العارضة كيندال جينر؟,5,Medium (4-8)
12157,هل يحوي العنب على فيتامين ب؟,6,Medium (4-8)
12160,من هو مارتن لوثر كينغ ؟,6,Medium (4-8)
12162,ما هو الرقم الذري لعنصر الالمنيوم ؟,7,Medium (4-8)
12165,ما هي الأطراف التي تنازعت في معركة اليرموك؟,8,Medium (4-8)
12166,في أي عام تم إنتاج مسلسل جريمة شغف؟,8,Medium (4-8)
12169,متى ولد مارتن لوثر كينغ الابن؟,6,Medium (4-8)
12172,من هو أول رئيس لبناني بعد الإستقلال؟,7,Medium (4-8)
12174,ماذا كانت مهنة غريس كيلي قبل زواجها من أمير موناكو؟,10,Long (9+)
12184,ماهى مساحة إسبانيا ؟,4,Medium (4-8)
12196,هل يعيش النمر الصيّاد في إفريقيا؟,6,Medium (4-8)
12203,ما هو سفر أعمال الرسل؟,5,Medium (4-8)
12204,ما هي جرائم ذوي الياقات البيضاء؟,6,Medium (4-8)
12205,متى يقال عن لاعب كرة المضرب إنه اكتسب البطولات الكبرى في سنة عظمى ؟,14,Long (9+)
12209,ماهي الصهيونية ؟,3,Short (1-3)
12213,أين يقع إقليم الحجاز؟,4,Medium (4-8)
12220,من بنى مسجد صلاح الدين الايوبي ؟,7,Medium (4-8)
12221,"من هو صاحب مقولة "" أنا أشك إذاً أنا موجود "" ؟",12,Long (9+)
12224,ما هي عاصمة كوريا الجنوبية؟,5,Medium (4-8)
12225,متى بدأت  فترة حكم  الخلفاء الراشدين ؟,7,Medium (4-8)
12226,كم عدد سكان جزيرة صقلية ؟,6,Medium (4-8)
12234,متى تولى أنثوني إيدن وزارة الخارجية في وزارة الحرب؟,9,Long (9+)
12246,من هو مؤلف رواية الآباء والبنون ؟,7,Medium (4-8)
12249,متى فقد آندريا بوتشيلي نظره؟,5,Medium (4-8)
12259,ما هي اليهودية الأرثوذكسية؟,4,Medium (4-8)
12260,ما هي فراسة الدماغ؟,4,Medium (4-8)
12266,متى أبرمت معاهدات تيليست؟,4,Medium (4-8)
12279,ما هي الإنزيمات؟,3,Short (1-3)
12282,اين توجد مدينة كورك؟,4,Medium (4-8)
12285,متى تأسست شركة غلاكسو سميث كلاين؟,6,Medium (4-8)
12293,اين يوجد ميناء جبل علي؟,5,Medium (4-8)
12295,اين تقع مدينة نجران؟,4,Medium (4-8)
12296,من هو ثالث رئيس لجمهورية مصر العربية ؟,8,Medium (4-8)
12298,ما هو الانتباذ البطاني الرحمي؟,5,Medium (4-8)
12314,هل ارمينيا دولة مستقلة ؟,5,Medium (4-8)
12320,ما هو فيروس متعلق بفيروس ابيضاض الدم الجرذي غريب التوجه؟,10,Long (9+)
12329,متى تاسست مملكة البرازيل؟,4,Medium (4-8)
12333,ما أول سورة نزلت في القرآن؟,6,Medium (4-8)
12335,لأي محافظة إيرانية تتبع مدينة عبادان؟,6,Medium (4-8)
12340,هل يفرز هرمون الاستروجين من المبيض؟,6,Medium (4-8)
12347,متى أقيم الاتحاد الجمركي الألماني؟,5,Medium (4-8)
12349,ما هي اقدم جريدة عراقية؟,5,Medium (4-8)
12351,أين تقع مدينة المكلا ؟,5,Medium (4-8)
12356,كيف يمكن تجنب الحساسية الربيعية ؟,6,Medium (4-8)
12359,متى توفي أبو عبد الله سفيان بن سعيد بن مسروق الثوري ؟,12,Long (9+)
12366,من هو أول الأئمة الأربعة عند أهل السنة والجماعة؟,9,Long (9+)
12369,أين ولد الإمبراطور لوشيوس سيبتموس سيفيروس؟,6,Medium (4-8)
12373,من هو أوغست كونت ؟,5,Medium (4-8)
12379,هل يعتبر الجلوكوز من السكريات الأحادية؟,6,Medium (4-8)
12384,كم تبعد محافظة كركوك على بغداد؟,6,Medium (4-8)
12392,في أي عام تم احتلال القوات الإسرائيلية لجنوب لبنان؟,9,Long (9+)
12394,من هو أمل دنقل ؟,5,Medium (4-8)
12399,ما هو الزلط؟,3,Short (1-3)
12415,في أي عام تم خوض معركة أكتيوم البحرية؟,8,Medium (4-8)
12440,من هو فريدريك شوبان؟,4,Medium (4-8)
12454,من هو لودفيج هولبرج؟,4,Medium (4-8)
12455,ما هي التيروصورات؟,3,Short (1-3)
12459,متى نشأت جمهورية الصين الشعبية؟,5,Medium (4-8)
12472,كم عدد خطوط الطول؟,4,Medium (4-8)
12480,متى تاسست الإمبراطورية الروسية؟,4,Medium (4-8)
12481,من كاتب أغنية ألف ليلة وليلة؟,6,Medium (4-8)
12482,كم تبلغ درجة حرارة اللب الداخلي للأرض؟,7,Medium (4-8)
12488,ما هوأول فريق لعب له أحمد سعد عجب العازمي؟,9,Long (9+)
12500,هل الخمر محرّم في الإسلام حسب الفقه في القرآن؟,9,Long (9+)
12509,متى قامت ثورة فلسطين الكبرى؟,5,Medium (4-8)
12510,ما هي الكتيبة الطيبية؟,4,Medium (4-8)
12519,ما أطول جبل في  جزيرة  صقلية ؟,7,Medium (4-8)
12524,من هو لويس بوزان؟,4,Medium (4-8)
12526,ما هي الخلية الليفية اليافعة؟,5,Medium (4-8)
12530,متى تولى الفونسو الثالث عشر عرش اسبانيا؟,7,Medium (4-8)
12535,من هم المسلمون بلا طائفة؟,5,Medium (4-8)
12536,أين تقع إسبانيا ؟,4,Medium (4-8)
12540,ماهى مخاطر عملية الساد ؟,5,Medium (4-8)
12545,اين يوجد ميدان تيانمين؟,4,Medium (4-8)
12553,في أي اختصاص تحمل أنغيلا ميركل شهادة دكتوراه؟,8,Medium (4-8)
12556,ما هو التحصين؟,3,Short (1-3)
12560,لأي محافظة سورية تتبع قرية الخرسان ؟,7,Medium (4-8)
12563,"من مؤلف رواية "" مدن الملح "" ؟",8,Medium (4-8)
12571,متى تأسست ولاية الغال الإمبراطورية؟,5,Medium (4-8)
12572,أين تقع العَضَلَة الظُنبوبية الخَلفية؟,5,Medium (4-8)
12574,متى تم إنشاء تلفيزيون الكويت؟,5,Medium (4-8)
12597,متى تاسست الدولة العباسية ؟,5,Medium (4-8)
12605,ما هو المذهب المالكي ؟,5,Medium (4-8)
12607,هل تدخلت المملكة السعودية في الأزمة السورية ؟,8,Medium (4-8)
12615,هل تؤدي متلازمة نفق عظم الكَعْب إلى تَوَرُّم الأقدام؟,9,Long (9+)
12625,كم عدد طائرات شركة طيران  جرينلاند؟,6,Medium (4-8)
12643,من  عروج بربروس ريس؟,4,Medium (4-8)
12646,أين تقع مدينة فونزيدل؟,4,Medium (4-8)
12649,من هو آخر رئيس للاتحاد السوفييتي قبل انهياره؟,8,Medium (4-8)
12651,ما هي القبلة عند المسلمين؟,5,Medium (4-8)
12655,ما هو أقدم معهد بحثي ومتحف للتاريخ الطبيعي في العالم الجديد؟,11,Long (9+)
12657,أين تقع مدينة سلفيت؟,4,Medium (4-8)
12660,متى تاسس دار شانيل للازياء؟,5,Medium (4-8)
12665,كم يبلغ طول الأمعاء الغليظة عند النساء ؟,8,Medium (4-8)
12669,لأي غرض نشأة الأمم المتحدة ؟,6,Medium (4-8)
12670,هل يقتل المثلي أو المثليه في الإسلام ؟,8,Medium (4-8)
12671,متى كانت حرب تموز في لبنان؟,6,Medium (4-8)
12672,كم يبلغ ارتفاع جبال القوقاز ؟,6,Medium (4-8)
12680,ما هي الثقة بالنفس ؟,5,Medium (4-8)
12692,أين تقع مدينة أوليانوفسك؟,4,Medium (4-8)
12705,في أي عام تم انقلاب البعث في سوريا؟,8,Medium (4-8)
12709,هل سبق و عاش الفينيقيون في المغرب العربي؟,8,Medium (4-8)
12712,ما هو اختلال الصيغة الصبغية؟,5,Medium (4-8)
12714,ما هي الكيمياء الكمومية؟,4,Medium (4-8)
12720,عن أية أبجدية تنحدر الأبجدية الآرامية؟,6,Medium (4-8)
12721,من هو مؤسس أصول الفلسفة الحديثة ؟,7,Medium (4-8)
12723,هل الكرملين اسم منطقة في روسيا؟,6,Medium (4-8)
12727,في كم مدينة حول العالم تتم طباعة صحيفة فاينانشال تايمز؟,10,Long (9+)
12729,متى يحتفل المسيحيون بعيد القديس نقولا؟,6,Medium (4-8)
12730,ما هي أقدم الجامعات السورية ؟,6,Medium (4-8)
12739,أين تفع الغدة الصعترية في جسم الانسان؟,7,Medium (4-8)
12754,من هو توماس هاردي؟,4,Medium (4-8)
12755,كم تبلغ مساحة محافطة حضرموت اليمنية؟,6,Medium (4-8)
12758,متى تولى السلطان سليمان حكم العثمانيين؟,6,Medium (4-8)
12764,ما هي اتفاقية بريتون وودز؟,5,Medium (4-8)
12782,أين تقع هولندا ؟,4,Medium (4-8)
12784,متى ولد دايفيد بيكهام ؟,5,Medium (4-8)
12787,اين ولد بروس لي؟,4,Medium (4-8)
12790,متى ولد مصطفى كمال أتاتورك؟,5,Medium (4-8)
12793,ما هي حضارة الأنكا ؟,5,Medium (4-8)
12804,من هي حواء الميتوكوندرية؟,4,Medium (4-8)
12821,كم عدد أنواع إضطراب الشخصية ؟,6,Medium (4-8)
12829,من هو حسين مؤنس؟,4,Medium (4-8)
12836,كم عدد المحافظات المصرية؟,4,Medium (4-8)
12841,أين تقع غدة المهاد ؟,5,Medium (4-8)
12842,ما هي اعلى قمة جبلية في سلطنة عمان؟,8,Medium (4-8)
12849,ما  نسبة استهلاك المحركات النفاثة من الاستهلاك العالمي؟,8,Medium (4-8)
12866,ما هو نوع الحكم في كردستان العراق؟,7,Medium (4-8)
12875,أين وقعة حرب البوير الثانية ؟,6,Medium (4-8)
12880,ما هي زخة الشهب؟,4,Medium (4-8)
12889,اين تقع صخرة الروشة؟,4,Medium (4-8)
12898,أين يقع حصن غمدان ؟,5,Medium (4-8)
12902,ما هو الفيتامين الذي يسبب نقصه مرض الكساح عند الأطفال ؟,11,Long (9+)
12910,من هو غريغور يوهان مندل؟,5,Medium (4-8)
12918,من هو آخر خلفاء الدولة الاموية ؟,7,Medium (4-8)
12920,أين تقع كولومبيا؟,3,Short (1-3)
12921,متى تم اختراع الطائرة؟,4,Medium (4-8)
12939,متى تم إطلاق أول مسبار فضائي إلى المريخ؟,8,Medium (4-8)
12944,اين يقغ خان اسعد باشا ؟,6,Medium (4-8)
12947,أين ولد أرسطو ؟,4,Medium (4-8)
12949,من هو عمرو بن معد يكرب؟,6,Medium (4-8)
12963,ما هو الكيراتين؟,3,Short (1-3)
12967,ما هو نظام الحكم في  جمهورية الصين الشعبية؟,8,Medium (4-8)
12971,من هو أول رئيس منتخب في تونس بعد ثورة 2011 ؟,11,Long (9+)
12982,ما هي الديناميكية النفسية؟,4,Medium (4-8)
12983,هل السنوريات هي من الثديات؟,5,Medium (4-8)
12987,متى ولدة الأميرة شارلوت ؟,5,Medium (4-8)
13005,من هو أدريانوا جيانوني؟,4,Medium (4-8)
13011,أين يقع مقر نادي بوكا جونيورز الرياضي ؟,8,Medium (4-8)
13013,ما هي مساحة إيطاليا؟,4,Medium (4-8)
13018,هل الديانات السماوية نفسها الإبراهيمية؟,5,Medium (4-8)
13031,أين توفي بيل پاكستون ؟,5,Medium (4-8)
13034,من الفائز بغزوة الخندق؟,4,Medium (4-8)
13039,من اين يستخرج التبغ؟,4,Medium (4-8)
13043,من هو سقراط ؟,4,Medium (4-8)
13046,أين كانت عملة الصوليدوس متداولة؟,5,Medium (4-8)
13047,ما اسم الهرمون المسؤول عن لون البشرة ؟,8,Medium (4-8)
13049,من هو الموسيقي مؤلف كسارة البندق؟,6,Medium (4-8)
13052,كم عدد ألوان علم المثلية ؟,6,Medium (4-8)
13056,ما الغذاء الرئيسي للنمل الأبيض؟,5,Medium (4-8)
13059,ما معنى فرض عين؟,4,Medium (4-8)
13062,متى توفي المهاتما غاندي؟,4,Medium (4-8)
13066,كم تبلغ مساحة تونس؟,4,Medium (4-8)
13067,من هو روبرت كوخ؟,4,Medium (4-8)
13069,من اخترع البطاطا المقلية؟,4,Medium (4-8)
13092,أين تقع مدينة وايت ريفر؟,5,Medium (4-8)
13097,كم ترتفع مدينة معلولا السورية عن سطح البحر ؟,9,Long (9+)
13099,من هو إسخيلوس؟,3,Short (1-3)
13102,من هو سرجون الاكدي؟,4,Medium (4-8)
13108,من أدى صوت بارت سيمبسون في مسلسل عائلة سيمبسون؟,9,Long (9+)
13112,متى أٌُُُنشأ الجامع الأموي في دمشق؟,6,Medium (4-8)
13113,من هو عباس بن فرناس؟,5,Medium (4-8)
13115,من هو تشارلز ديكنز؟,4,Medium (4-8)
13118,ما هو أعلى جبل على وجه الأرض؟,7,Medium (4-8)
13131,متى ولد الطبيب فردريك بانتنغ؟,5,Medium (4-8)
13134,أين ولد الفارابي؟,3,Short (1-3)
13142,من هو جوليان أسانج؟,4,Medium (4-8)
13168,متى تم تاسيس الجامعة العربية؟,5,Medium (4-8)
13175,كم يبلغ تعداد سكان مدينة كيوتو اليابانية ؟,8,Medium (4-8)
13178,ما هو القرص المضغوط أو المدمج؟,6,Medium (4-8)
13179,متي يحتفل بعيد الميلاد ؟,5,Medium (4-8)
13183,متى نشأة عادة الزواج القسري ؟,6,Medium (4-8)
13185,متى توفيت ديان فوسي ؟,5,Medium (4-8)
13186,متى قامت منظمة اليونيسيف التابعة للأمم المتحدة بإصدار إعلان حقوق الطفل؟,11,Long (9+)
13200,ماهو تعداد سكان دولة الإمارات العربية ؟,7,Medium (4-8)
13201,هل ترتبط الزمر ارتباطًا أساسيًّا بفكرة التناظر في الرياضيات؟,9,Long (9+)
13213,ما هي مساحة صقلية ؟,5,Medium (4-8)
13215,ما هو الورم البرولاكتيني؟,4,Medium (4-8)
13219,ماهى العجلة ؟,3,Short (1-3)
13223,متى ولدت اللبنانية مريم نور؟,5,Medium (4-8)
13224,أين تقع مدينة نزوى ؟,5,Medium (4-8)
13232,متى توفي ياسر عرفات ؟,5,Medium (4-8)
13235,ماهو تعداد سكان محافظة حلب ؟,6,Medium (4-8)
13237,أين يقع سد دربندخان؟,4,Medium (4-8)
13255,"متى إنتهى عرض أنمي ""ناروتو شيبودن"" ؟",7,Medium (4-8)
13259,كم تبلغ مساحة كوريا الشمالية؟,5,Medium (4-8)
13276,متى ولد مايكل شون هكنبوتم؟,5,Medium (4-8)
13280,كم عدد الأهداف التي سجلها اللاعب واين روني مع منتخب بلاده؟,11,Long (9+)
13283,ماهى مساحة الجُمهُورِيَّة البُولندِيَّة ؟,5,Medium (4-8)
13285,أين تقع ولاية البويرة؟,4,Medium (4-8)
13286,أين تقع مدينة زيورخ؟,4,Medium (4-8)
13293,من هو ألبرت باريل؟,4,Medium (4-8)
13306,ما هو البيون في فيزياء الجسيمات؟,6,Medium (4-8)
13311,كم استمرت فترة الحكم العثماني على اليمن؟,7,Medium (4-8)
13327,متى بدأت معركة الطرف الأغر؟,5,Medium (4-8)
13329,متى تأسست كلية غريشام؟,4,Medium (4-8)
13331,اين ولد كريستانو رونالدو ؟,5,Medium (4-8)
13335,ما هو الأيزو 9000 ؟,5,Medium (4-8)
13340,كم تبلغ مساحة بييمونتي؟,4,Medium (4-8)
13342,اين توجد مدينة القيروان؟,4,Medium (4-8)
13354,أين يقع جبل الدروز؟,4,Medium (4-8)
13360,ما هو اضطراب الشخصية النرجسية؟,5,Medium (4-8)
13380,ماهو تعداد سكان السويد ؟,5,Medium (4-8)
13383,متى تأسس المجلس الأعلى الإسلامي العراقي؟,6,Medium (4-8)
13396,ما معنى كلمة التلمود بالعبرية؟,5,Medium (4-8)
13404,أين تقع مدينة يافع ؟,5,Medium (4-8)
13413,متى تاسس معهد ماساتشوستس للتكنولوجيا؟,5,Medium (4-8)
13423,من مؤسس التويتر ؟,4,Medium (4-8)
13427,من هو بول ألين؟,4,Medium (4-8)
13428,هل تسقط بؤرة الضوء أمام الشبكية في الحسر؟,8,Medium (4-8)
13433,أين تقع مدينة أبوقير ؟,5,Medium (4-8)
13436,ما هي نسبة الاكسجين في الانسان البالغ ؟,8,Medium (4-8)
13438,أين صنع أول حاسوب؟,4,Medium (4-8)
13441,متى ولد السياسي اللبناني كمال جنبلاط؟,6,Medium (4-8)
13444,ما هي حقيقية النواة؟,4,Medium (4-8)
13449,متى استولى فرانسيسكو فرانكو على الحكم في اسبانيا؟,8,Medium (4-8)
13463,ما هو العصر الفيكتوري؟,4,Medium (4-8)
13465,من هو بيرسي وليامز؟,4,Medium (4-8)
13480,متى تم القبض على آل شابو؟,6,Medium (4-8)
13482,ما معنى حليف رئيسي خارج الناتو؟,6,Medium (4-8)
13496,من هم الإسكيمو؟,3,Short (1-3)
13498,أين ولد غولدنغ بيرد ؟,5,Medium (4-8)
13500,في أي عام نشبت حرب الخلافة الإسبانية؟,7,Medium (4-8)
13504,من هو كاتب مسرحية كاسك يا وطن ؟,8,Medium (4-8)
13505,أين ولد الشيخ عبد الرحمن بن حمد بن فوزان ؟,10,Long (9+)
13512,من قاد الحملة الفرنسية على مصر؟,6,Medium (4-8)
13514,اين يوجد اكبر مسجد في تركيا ؟,7,Medium (4-8)
13526,كم عدد سنوات التعليم الثانوي في المغرب ؟,8,Medium (4-8)
13527,كم بلغ إجمالي مساحة السودان قبل الإنقسام ؟,8,Medium (4-8)
13534,هل تولى الرئيس حسني الزعيم رئاسة سوريا بإنقلاب عسكري؟,9,Long (9+)
13557,من أسس جامعة الملك سعود؟,5,Medium (4-8)
13567,في أي عام انطلقت صحيفة الرياضية السعودية؟,7,Medium (4-8)
13569,ما هو العصر الكامبري؟,4,Medium (4-8)
13573,ما هي صبغة غرام؟,4,Medium (4-8)
13579,ما هو الاستعباد الجنسي؟,4,Medium (4-8)
13583,من هو محمد رضا بهلوي؟,5,Medium (4-8)
13596,أين تقع محافظة أرخبيل سقطرى؟,5,Medium (4-8)
13600,في أي عام قامت ألمانيا النازية باحتلال بلجيكا؟,8,Medium (4-8)
13606,هل يعد  ستيفن هاربر نصيرا لدولة إسرائيل؟,7,Medium (4-8)
13614,من هو العالم الحاصل على أول جائزة نوبل في الطب؟,10,Long (9+)
13617,أين تقع مدينة كن تاه؟,5,Medium (4-8)
13630,متى إعتنقة الإمبراطورية الرومانية الديانة المسيحية ؟,7,Medium (4-8)
13631,ماهو غاز الخردل ؟,4,Medium (4-8)
13638,في أي عام وقعت حرب الخليج الأولى؟,7,Medium (4-8)
13639,ما هي السياسة النقدية ؟,5,Medium (4-8)
13660,ما هي البكتيريا العنقودية ؟,5,Medium (4-8)
13666,ما هو قانون العمل؟,4,Medium (4-8)
13670,متي تم إغتيال بينظير بوتو ؟,6,Medium (4-8)
13686,في أي عام توفي الرئيس التركي أتاتورك؟,7,Medium (4-8)
13691,"متى أطلقت فرقة صودا ستيريوا أغنية ""نادا بيرسونال"" ؟",9,Long (9+)
13694,ما هو الإجهاد التأكسدي ؟,5,Medium (4-8)
13695,ما اسم أنثى الجمل ؟,5,Medium (4-8)
13698,ما هو الخبر ؟,4,Medium (4-8)
13707,من هو قيس بن الملوح؟,5,Medium (4-8)
13710,من هي رادكليف هول؟,4,Medium (4-8)
13711,ما هو الوتر في التشريح؟,5,Medium (4-8)
13717,متى قامة حرب لبنان ؟,5,Medium (4-8)
13721,ما هي أكبر جزيرة كويتية ؟,6,Medium (4-8)
13731,متى عين أنطونيو غوتيريس أميناً عاماً الأمم المتحدة؟,8,Medium (4-8)
13733,ما هو تعريف الناقد الأمريكي هنري رماك للأدب المقارن؟,9,Long (9+)
13734,أين تقع مدينة الشطرة؟,4,Medium (4-8)
13745,ما هي المياه الجوفيه ؟,5,Medium (4-8)
13759,ماذا تعني ثيوصوفية؟,3,Short (1-3)
13760,ما هو ثالث أكبر قمر في المجموعة الشمسية بعد جانيميد,10,Long (9+)
13778,هل فلوريد التنغستن السداسي غاز عديم اللون؟,7,Medium (4-8)
13779,متى تم إنشاء موقع ويكيليكس؟,5,Medium (4-8)
13782,متى تاسست مملكة البحرين ؟,5,Medium (4-8)
13789,من هو مؤلف كتاب يوتوبيا ؟,6,Medium (4-8)
13796,كيف يمكن تمييز ذكر الشاهين عن الأنثي ؟,8,Medium (4-8)
13797,ما هو اصغر جزء في المادة؟,6,Medium (4-8)
13803,متى قامت معركة جسر ستامفورد؟,5,Medium (4-8)
13811,أين تقع تنزانيا؟,3,Short (1-3)
13813,اين وجدت مملكة اغاريت؟,4,Medium (4-8)
13820,هل يسمح بتعدد الزوجات في الإسلام ؟,7,Medium (4-8)
13830,ما هي عاصمة  إيران؟,4,Medium (4-8)
13834,ما هي السعرات الحرارية ؟,5,Medium (4-8)
13838,متى ولد بيل كلينتون؟,4,Medium (4-8)
13840,أين يقع بركان كالديرا يلوستون؟,5,Medium (4-8)
13845,ما هي  درجة الحرارة الكافية لصهر معدن الحديد؟,8,Medium (4-8)
13852,ما هي المُكَوَّرات ؟,4,Medium (4-8)
13864,ما هو الشره الرقمي؟,4,Medium (4-8)
13866,من بنى  القلعة الحمراء في إسبانيا؟,6,Medium (4-8)
13873,متى تأسست لجنة الأمم المتحدة الاقتصادية والاجتماعية لغرب آسيا؟,9,Long (9+)
